measure_id;measure_name;location_id;location_name;sex_id;sex_name;age_id;age_name;cause_id;cause_name;metric_id;metric_name;year;val;upper;lower
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;585;Other mental disorders;2;Percent;1990;0.001890996;0.002618316;0.001281591
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;585;Other mental disorders;3;Rate;1990;97.42511982;138.1272003;64.13568085
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;567;Depressive disorders;1;Number;1990;25336143.78;35858621.75;17076757.01
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;567;Depressive disorders;2;Percent;1990;0.009209438;0.012899315;0.006480853
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;567;Depressive disorders;3;Rate;1990;474.8066631;672.0009439;320.0233658
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;570;Bipolar disorder;1;Number;1990;4552570.815;6550107.01;2919680.499
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;570;Bipolar disorder;2;Percent;1990;0.001656791;0.002318471;0.001111765
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;570;Bipolar disorder;3;Rate;1990;85.31649392;122.7509;54.71565708
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;571;Anxiety disorders;1;Number;1992;22324322.95;31254202.65;14567503.59
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;571;Anxiety disorders;2;Percent;1992;0.008137542;0.011428976;0.005567255
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;571;Anxiety disorders;3;Rate;1992;405.8928737;568.2527599;264.861152
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;572;Eating disorders;1;Number;1992;2337000.013;3473694.69;1349073.199
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;572;Eating disorders;2;Percent;1992;0.000850869;0.001202242;0.000520935
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;572;Eating disorders;3;Rate;1992;42.49050029;63.1574773;24.5283675
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;575;Autism spectrum disorders;1;Number;1992;5859537.809;11808997.58;2600296.815
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;575;Autism spectrum disorders;2;Percent;1992;0.002142625;0.004263069;0.000941019
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;575;Autism spectrum disorders;3;Rate;1992;106.5360255;214.7069801;47.27766881
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;578;Attention-deficit/hyperactivity disorder;1;Number;1992;2976739.734;4469705.41;1748069.238
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;578;Attention-deficit/hyperactivity disorder;2;Percent;1992;0.001084098;0.001557943;0.000651852
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;578;Attention-deficit/hyperactivity disorder;3;Rate;1992;54.12201962;81.26658879;31.78277111
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;579;Conduct disorder;1;Number;1992;3819805.793;5994054.659;2165912.287
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;579;Conduct disorder;2;Percent;1992;0.001391794;0.00215145;0.000829176
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;579;Conduct disorder;3;Rate;1992;69.45034587;108.9817629;39.37984431
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;582;Idiopathic developmental intellectual disability;1;Number;1992;2982699.733;5554882.816;1423949.599
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;582;Idiopathic developmental intellectual disability;2;Percent;1992;0.001086148;0.001971211;0.000531515
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;582;Idiopathic developmental intellectual disability;3;Rate;1992;54.2303822;100.9968971;25.88974349
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;585;Other mental disorders;1;Number;1992;5425024.914;7686669.689;3576181.08
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;585;Other mental disorders;2;Percent;1992;0.001977784;0.00274243;0.001343587
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;585;Other mental disorders;3;Rate;1992;98.63586712;139.7562854;65.02084828
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;571;Anxiety disorders;1;Number;1991;21963838.62;30764751;14376829.03
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;571;Anxiety disorders;2;Percent;1991;0.007966151;0.011186324;0.005464701
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;571;Anxiety disorders;3;Rate;1991;405.3017743;567.7062366;265.2976291
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;572;Eating disorders;1;Number;1991;2292735.849;3417829.789;1314311.561
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;572;Eating disorders;2;Percent;1991;0.000830552;0.001179238;0.000505138
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;572;Eating disorders;3;Rate;1991;42.30817405;63.06968928;24.25317435
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;575;Autism spectrum disorders;1;Number;1991;5769006.985;11719001.3;2519783.565
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;575;Autism spectrum disorders;2;Percent;1991;0.002098652;0.004224246;0.000913893
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;575;Autism spectrum disorders;3;Rate;1991;106.4562897;216.2523638;46.49791719
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;578;Attention-deficit/hyperactivity disorder;1;Number;1991;2914065.83;4361591.039;1706423.214
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;578;Attention-deficit/hyperactivity disorder;2;Percent;1991;0.001055891;0.001520845;0.00063638
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;578;Attention-deficit/hyperactivity disorder;3;Rate;1991;53.77366277;80.48504713;31.48886532
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;579;Conduct disorder;1;Number;1991;3786869.544;5964884.237;2150666.025
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;579;Conduct disorder;2;Percent;1991;0.001372886;0.002125162;0.000820598
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;579;Conduct disorder;3;Rate;1991;69.87963131;110.0708399;39.68653981
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;582;Idiopathic developmental intellectual disability;1;Number;1991;2930806.313;5466302.558;1390405.782
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;582;Idiopathic developmental intellectual disability;2;Percent;1991;0.001061819;0.001932441;0.000516146
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;582;Idiopathic developmental intellectual disability;3;Rate;1991;54.08257723;100.8704427;25.65735162
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;585;Other mental disorders;1;Number;1991;5311664.293;7534282.569;3500007.532
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;585;Other mental disorders;2;Percent;1991;0.001926617;0.002667459;0.001308958
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;585;Other mental disorders;3;Rate;1991;98.01688126;139.031166;64.58612663
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;571;Anxiety disorders;1;Number;1996;23877091.45;34547507.29;16036659.58
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;571;Anxiety disorders;2;Percent;1996;0.008629477;0.012262079;0.005888784
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;571;Anxiety disorders;3;Rate;1996;411.1766831;594.9271286;276.1601222
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;572;Eating disorders;1;Number;1996;2501280.641;3718755.591;1445701.112
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;572;Eating disorders;2;Percent;1996;0.000902905;0.001276811;0.000558319
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;572;Eating disorders;3;Rate;1996;43.07343211;64.0390222;24.89577047
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;575;Autism spectrum disorders;1;Number;1996;6221812.836;12486529.37;2844505.648
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;575;Autism spectrum disorders;2;Percent;1996;0.002256323;0.004434375;0.001037051
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;575;Autism spectrum disorders;3;Rate;1996;107.1430484;215.0249221;48.98395602
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;578;Attention-deficit/hyperactivity disorder;1;Number;1996;3143605.113;4708272.233;1851895.117
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;578;Attention-deficit/hyperactivity disorder;2;Percent;1996;0.001135135;0.001628265;0.0006876
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;578;Attention-deficit/hyperactivity disorder;3;Rate;1996;54.13461375;81.07904449;31.89065525
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;579;Conduct disorder;1;Number;1996;4002628.844;6288418.89;2272524.945
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;579;Conduct disorder;2;Percent;1996;0.001446016;0.002231114;0.000864352
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;579;Conduct disorder;3;Rate;1996;68.92747616;108.2900414;39.13413286
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;582;Idiopathic developmental intellectual disability;1;Number;1996;3157421.221;5863421.883;1515958.79
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;582;Idiopathic developmental intellectual disability;2;Percent;1996;0.001140011;0.00206915;0.000564193
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;582;Idiopathic developmental intellectual disability;3;Rate;1996;54.37253475;100.9713585;26.10564641
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;585;Other mental disorders;1;Number;1996;5872428.183;8322676.105;3865489.8
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;585;Other mental disorders;2;Percent;1996;0.00212255;0.002925317;0.001439873
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;585;Other mental disorders;3;Rate;1996;101.126452;143.3210725;66.5658662
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;571;Anxiety disorders;1;Number;1993;22698500.26;31972989.15;14831859.57
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;571;Anxiety disorders;2;Percent;1993;0.008240412;0.011563193;0.005629617
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;571;Anxiety disorders;3;Rate;1993;406.7762337;572.9828825;265.79941
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;572;Eating disorders;1;Number;1993;2381653.772;3532932.596;1369234.152
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;572;Eating disorders;2;Percent;1993;0.000863613;0.001221873;0.000527212
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;572;Eating disorders;3;Rate;1993;42.68124062;63.31312637;24.53782871
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;575;Autism spectrum disorders;1;Number;1993;5951636.412;11988368.52;2672084.415
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;575;Autism spectrum disorders;2;Percent;1993;0.002167584;0.004308834;0.000952491
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;575;Autism spectrum disorders;3;Rate;1993;106.658335;214.8416565;47.88600224
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;578;Attention-deficit/hyperactivity disorder;1;Number;1993;3032728.343;4542858.68;1778903.116
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;578;Attention-deficit/hyperactivity disorder;2;Percent;1993;0.001100104;0.001584004;0.000661792
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;578;Attention-deficit/hyperactivity disorder;3;Rate;1993;54.34904505;81.41185201;31.87944144
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;579;Conduct disorder;1;Number;1993;3859164.885;6066634.324;2191530.835
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;579;Conduct disorder;2;Percent;1993;0.001400454;0.002165965;0.00083764
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;579;Conduct disorder;3;Rate;1993;69.15948364;108.7191944;39.27407754
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;582;Idiopathic developmental intellectual disability;1;Number;1993;3032347.66;5640520.976;1450919.104
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;582;Idiopathic developmental intellectual disability;2;Percent;1993;0.001099812;0.001996602;0.000539708
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;582;Idiopathic developmental intellectual disability;3;Rate;1993;54.34222289;101.0828844;26.00169182
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;585;Other mental disorders;1;Number;1993;5538505.781;7850008.142;3647938.971
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;585;Other mental disorders;2;Percent;1993;0.002010986;0.002787697;0.001361509
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;585;Other mental disorders;3;Rate;1993;99.25468627;140.6787545;65.37413743
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;558;Mental disorders;1;Number;1996;92679243.63;117284306.9;67541325.39
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;558;Mental disorders;2;Percent;1996;0.033505859;0.040933008;0.025745216
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;558;Mental disorders;3;Rate;1996;1595.987688;2019.700448;1163.098872
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;559;Schizophrenia;1;Number;1996;10780948.34;13582652.15;7885907.087
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;559;Schizophrenia;2;Percent;1996;0.003907138;0.004878578;0.002811859
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;559;Schizophrenia;3;Rate;1996;185.6538762;233.9007609;135.7996692
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;567;Depressive disorders;1;Number;1996;28066381.38;39556859.51;19074045.92
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;567;Depressive disorders;2;Percent;1996;0.010137953;0.013588824;0.007223895
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;567;Depressive disorders;3;Rate;1996;483.3185661;681.1909365;328.4655902
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;570;Bipolar disorder;1;Number;1996;5055645.623;7281753.06;3239049.785
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;570;Bipolar disorder;2;Percent;1996;0.001828348;0.002548097;0.001227294
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;570;Bipolar disorder;3;Rate;1996;87.06100584;125.3958036;55.77822365
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;558;Mental disorders;1;Number;1993;87834695.38;111571177.4;63631729.3
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;558;Mental disorders;2;Percent;1993;0.031896467;0.038864392;0.024332915
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;558;Mental disorders;3;Rate;1993;1574.071686;1999.449426;1140.334158
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;559;Schizophrenia;1;Number;1993;10175026.08;12850118.8;7414857.977
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;559;Schizophrenia;2;Percent;1993;0.003703898;0.004630983;0.002680231
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;559;Schizophrenia;3;Rate;1993;182.3450334;230.2849469;132.8804973
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;567;Depressive disorders;1;Number;1993;26363700.82;36792427.94;17983469.15
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;567;Depressive disorders;2;Percent;1993;0.009565352;0.01294442;0.006784241
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;567;Depressive disorders;3;Rate;1993;472.4597133;659.3512829;322.2789069
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;570;Bipolar disorder;1;Number;1993;4801431.368;6922746.991;3073466.004
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;570;Bipolar disorder;2;Percent;1993;0.001744253;0.002434248;0.001170308
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;570;Bipolar disorder;3;Rate;1993;86.04569228;124.0614541;55.07909823
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;571;Anxiety disorders;1;Number;1995;23474575.12;33669533.85;15690273.27
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;571;Anxiety disorders;2;Percent;1995;0.008476649;0.012040033;0.005788414
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;571;Anxiety disorders;3;Rate;1995;409.5168639;587.3691787;273.7187561
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;572;Eating disorders;1;Number;1995;2462003.534;3650919.838;1415796.721
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;572;Eating disorders;2;Percent;1995;0.000887968;0.001259748;0.000544791
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;572;Eating disorders;3;Rate;1995;42.9499559;63.69074774;24.69874876
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;575;Autism spectrum disorders;1;Number;1995;6130455.239;12332072.1;2752376.299
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;575;Autism spectrum disorders;2;Percent;1995;0.002220905;0.004408251;0.001003988
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;575;Autism spectrum disorders;3;Rate;1995;106.9465492;215.1345218;48.01554467
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;578;Attention-deficit/hyperactivity disorder;1;Number;1995;3114711.957;4674321.738;1836358.396
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;578;Attention-deficit/hyperactivity disorder;2;Percent;1995;0.001123803;0.001612085;0.00068214
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;578;Attention-deficit/hyperactivity disorder;3;Rate;1995;54.336535;81.54412036;32.03549915
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;579;Conduct disorder;1;Number;1995;3950983.029;6210450.565;2245255.055
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;579;Conduct disorder;2;Percent;1995;0.001426116;0.002200198;0.000851337
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;579;Conduct disorder;3;Rate;1995;68.92538719;108.3420776;39.16875189
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;582;Idiopathic developmental intellectual disability;1;Number;1995;3118581.582;5793018.784;1494588.457
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;582;Idiopathic developmental intellectual disability;2;Percent;1995;0.00112503;0.002041863;0.00055498
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;582;Idiopathic developmental intellectual disability;3;Rate;1995;54.40404108;101.0599286;26.07328034
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;585;Other mental disorders;1;Number;1995;5760236.62;8171514.635;3793416.501
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;585;Other mental disorders;2;Percent;1995;0.002080235;0.002873707;0.001408313
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;585;Other mental disorders;3;Rate;1995;100.4880397;142.5530826;66.17661964
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;571;Anxiety disorders;1;Number;1994;23081724.93;32832372.24;15272927
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;571;Anxiety disorders;2;Percent;1994;0.008198402;0.011678477;0.005563005
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;571;Anxiety disorders;3;Rate;1994;407.9930115;580.3456399;269.9645499
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;572;Eating disorders;1;Number;1994;2422678.241;3594866.359;1393873.869
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;572;Eating disorders;2;Percent;1994;0.00085949;0.001223948;0.000523123
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;572;Eating disorders;3;Rate;1994;42.82330694;63.54292654;24.63814118
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;575;Autism spectrum disorders;1;Number;1994;6041844.625;12162929.85;2717414.217
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;575;Autism spectrum disorders;2;Percent;1994;0.002152882;0.004284719;0.00096773
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;575;Autism spectrum disorders;3;Rate;1994;106.7957612;214.9921808;48.03306568
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;578;Attention-deficit/hyperactivity disorder;1;Number;1994;3079115.565;4614132.881;1812936.347
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;578;Attention-deficit/hyperactivity disorder;2;Percent;1994;0.001092732;0.001558088;0.000660815
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;578;Attention-deficit/hyperactivity disorder;3;Rate;1994;54.42650564;81.55950109;32.04549755
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;579;Conduct disorder;1;Number;1994;3902494.129;6127986.345;2216178.436
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;579;Conduct disorder;2;Percent;1994;0.001385711;0.002138028;0.000830033
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;579;Conduct disorder;3;Rate;1994;68.98056089;108.3184039;39.17321244
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;582;Idiopathic developmental intellectual disability;1;Number;1994;3077444.328;5722364.028;1475009.72
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;582;Idiopathic developmental intellectual disability;2;Percent;1994;0.0010921;0.001984095;0.000540002
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;582;Idiopathic developmental intellectual disability;3;Rate;1994;54.39696482;101.148616;26.07230003
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;585;Other mental disorders;1;Number;1994;5650580.183;8026944.49;3724346.239
2;DALYs (Disability-Adjusted Life Years);1;Global;3;Both;22;All ages;585;Other mental disorders;2;Percent;1994;0.002007097;0.002755768;0.001362662
